,0,1,2,3,4
2179,monday protest,find protest,protest,fakenationalemergency rally,protest tell
2180,vote bjp,voting bjp,bjp is,bjp,bjp šà
2181,ths dictator,democracy he,dictator,,
2182,,,,,
2183,inaugurations are,,,,
2184,swamp people,swamp,,,
2185,odisha the,odisha,,,
2186,about politics,,,,
2187,,,,,
2188,hai shame,,,,
2189,elections modibehindpulwama,modi have,modibehindpulwama,pakistan narrative,modi
2190,,,,,
2191,,,,,
2192,rupee may,rs 75,,,
2193,modi fails,mudra loan,modi,loan npa,
2194,attorneybharti arvindkejriwal,,,,
2195,pm modi,modi was,modi,,
2196,gandhi,gandhi takes,rahul gandhi,hitler book,
2197,amendment attack,2nd amendment,,,
2198,,,,,
2199,bjp ðÿ,hindutva ðÿ,caste ðÿ,ðÿ martyrs,trolls bjp
2200,,,,,
2201,sedition charges,using sedition,sedition,against students,
2202,,,,,
2203,modi neech,shankar aiyar,called modi,,
2204,shaheed,modi denies,pakistan name,of shaheed,mention pakistan
2205,pulwama incident,pulwamaattack modi,,,
2206,bjp betrayed,asked bjp,,,
2207,accusers silently,congressional fund,,,
2208,greedy hindus,selfish hindus,hindus greedy,hindus,hindus fake
2209,modiâ schedule,pm modiâ,,,
2210,congress works,,,,
2211,corbett modi,,,,
2212,fence sitters,idiots fence,,,
2213,congressdahan rahulgandhi,gandhi family,of gandhi,gandhi,rahulgandhi the
2214,indian prisoners,,,,
2215,about bjp,,,,
2216,bjp4india incindia,ashoktanwar_inc bjp4india,discard bjp,bjp root,bjp4india
2217,yesterdays testimony,,,,
2218,,,,,
2219,waters rahul,rahul twitter,rahul,,
2220,,,,,
2221,,,,,
2222,kashmir problem,kashmir,,,
2223,kashmiri pandits,of kashmiripandits,of kashmiri,kashmiripandits nor,kashmiripandits
2224,,,,,
2225,,,,,
2226,feku caring,criticise feku,feku maharaj,of feku,feku
2227,,,,,
2228,narendra modi,modi he,,,
2229,innocent indians,fake gandhi,,,
2230,them farrakhan,arresting me,farrakhan sd19chi,,
2231,,,,,
2232,medicare protected,,,,
2233,why pappu,pappu was,,,
2234,bcci writes,is bcci,bcci not,,
2235,traitor nawaz,sajjan jindal,indian raw,nawaz,nawaz is
2236,news photoshootsarkar,continued photoshoot,photoshootsarkar,gandhi calls,
2237,pakistanis at,behno pakistan,on pakistanis,,
2238,,,,,
2239,propaganda congress,,,,
2240,bhaiyyajispeaks bjp,bjp,bjp always,sakshi maharaj,
2241,biggest fraud,adam schiff,,,
2242,,,,,
2243,govt modi,,,,
2244,,,,,
2245,,,,,
2246,pulwama attack,,,,
2247,pakistan modi,modi diplomacy,not pakistan,,
2248,,,,,
2249,pappu bots,fake ids,ids pappu,,
2250,jayalalitha aiadmk,also jayalalitha,jayalalitha,bjp subsidiary,
2251,,,,,
2252,prerna dialogues,kartik dialogues,,,
2253,congress kejriwal,delhi understand,kejriwal ji,,
2254,bjpfailednationalsecurity,bjpfailednationalsecurity but,narendramodi ji,only bjpfailednationalsecurity,indian citizens
2255,psl account,tag psl,psl,wrong psl,
2256,pulwama martyrs,,,,
2257,,,,,
2258,,,,,
2259,banerjee responsible,mamatabanerjee tmc,mamata banerjee,mamatabanerjee,ipsofficer mamatabanerjee
2260,,,,,
2261,korea india,,,,
2262,patrakar bhavan,marathi patrakar,,,
2263,narcissistic stalinista,,,,
2264,,,,,
2265,unregulated deposit,deposit ashdubey_â,,,
2266,,,,,
2267,fakendra modi,remove fakendra,,,
2268,minister rahul,gandhi should,should resign,rahul gandhi,rahulgandhi
2269,,,,,
2270,baron tax,,,,
2271,supporters bengali,be bengaliâ,bengaliâ,bengali,on bengali
2272,minister modi,,,,
2273,,,,,
2274,islamicterror bjp4india,bjp4india narendramodi,bjp4india,bringing modi,
2275,blast time,,,,
2276,,,,,
2277,,,,,
2278,,,,,
2279,corrupt chor,modi pakpremicongress,pakpremicongress bjp4india,bhai congress,brother pakistan
2280,fake pulwamaattack,,,,
2281,pm narendra,,,,
2282,congress back,want congress,,,
2283,forever gandhi,gandhi,live as,,
2284,their polling,polling are,,,
2285,reality bjp,bjp4india how,,,
2286,bravery terror,spokesperson bjp,bravery,,
2287,kershnar collected,,,,
2288,,,,,
2289,dmk as,dmk,had dmk,the dmk,indicted dmk
2290,,,,,
2291,2002 riots,riots,,,
2292,pakistan tap,shut pakistan,block water,,
2293,korea live,south korea,,,
2294,modi shooting,,,,
2295,wear today,modi salwar,modi salpeace,,
2296,mahatma life,in mahatma,mahatma,to terrorism,terrorism
2297,,,,,
2298,odisha safer,,,,
2299,,,,,
2300,spokesperson bjp,martyrs did,,,
2301,eviction order,eviction,this eviction,,
2302,president rahulgandhi,mr gandhi,rahulgandhi attacks,,
2303,pakistan bans,india ban,ban rss,,
2304,bjp and,bjp,tamil nadu,but bjp,
2305,ashutosh cried,,,,
2306,pappu condemn,sikhs did,,,
2307,train worries,modifailsnationalsecurity kashmiris,bjp misplacedpriorities,of train,
2308,,,,,
2309,mind mahatma,,,,
2310,pulwama attack,gandhi hits,rahul gandhi,president rahul,gandhi
2311,rakesh25182 kishan_bjp_salt,kishan_bjp_salt,kishan_bjp_salt choubeylokesh,rekharawal6 gujarat_ki_hawa,
2312,žðÿ rahulkadardedisco,kashmir pulwama,rahulkadardedisco pulwamaattack,ðÿ žðÿ,pappu
2313,,,,,
2314,pakistan permanently,,,,
2315,defame india,,,,
2316,bharat jalaao,criminals bjp_à,bengal bjp,bjp,jalaao party
2317,bjp pic,surgical strike,,,
2318,of modi,congress facebook,,,
2319,khongress kapilmishra_ind,of khongress,khongress,,
2320,indian constitution,bjp have,of bjp,bjp,the bjp
2321,narendra modi,modi leaving,,,
2322,powerful nations,influential leader,,,
2323,ðÿ bjp,bjp loosing,bjp,election modi,
2324,,,,,
2325,removing modi,,,,
2326,jihadis spilled,day jihadis,,,
2327,,,,,
2328,on rafaledeal,,,,
2329,india hiding,hiding data,,,
2330,caravan magazine,magazine is,magazine,idiotic magazine,magazine like
2331,pulwama attack,38pm incuttarakhand,of pulwama,,
2332,,,,,
2333,blaming sachin,,,,
2334,,,,,
2335,,,,,
2336,,,,,
2337,modi govt,,,,
2338,bjp4india this,narendra modi,bjp4india,,
2339,pappu dancing,was pappu,pappu,phulwama attack,
2340,indian independence,peaceful gandhi,,,
2341,bjp rss,rte activists,,,
2342,ds hooda,,,,
2343,bjp guy,,,,
2344,kashmir shameonantinationals,kashmir,,,
2345,,,,,
2346,surgical strike,incindia congress,,,
2347,bania bjp,,,,
2348,lynching bill,,,,
2349,pak maturity,considers iran,pak considers,,
2350,blame illegals,,,,
2351,,,,,
2352,advani pakistan,biggest anti,shameonantinationals biggest,anti national,
2353,mr rahulgandhi,rahulgandhi is,,,
2354,,,,,
2355,,,,,
2356,hate srk,modi bhakts,bhakts hate,srk ðÿ,srk
2357,phulwamaterrorattack is,phulwamaterrorattack,modifailsnationalsecurity,answers modifailsnationalsecurity,
2358,karimnagar police,telangana youth,secretary telangana,,
2359,bjp is,terrorism shri,bjp,,
2360,,,,,
2361,of austin,austin isn,austin,,
2362,priyanka rahulgandhi,rahulgandhi console,rahulgandhi,,
2363,rafale,rafale is,that rafale,scam false,
2364,,,,,
2365,rahulgandhi,rahulgandhi narendramodi,rahul gandhi,,
2366,surgical strike,strike pappu,,,
2367,terrorist ties,muslim women,,,
2368,must resign,gandhi must,rahul gandhi,pm rahul,gandhi
2369,greed mahatma,mahatma gandhi,man greed,earth provides,greed
2370,be indicted,indicted,indicted my,,
2371,,,,,
2372,modi shooting,,,,
2373,shame kohli,arnab goswami,goswami hasn,kohli dhoni,
2374,,,,,
2375,adam schiff,,,,
2376,,,,,
2377,modi smiles,modi haters,rhe hain,,
2378,nehru,modidharmayudh 370,by nehru,nehru for,modidharmayudh
2379,these fouji,fouji and,,,
2380,virendra rawat,,,,
2381,declare pak,pak,pak as,,
2382,,,,,
2383,something jayalalithaa,jayalalithaa,jayalalithaa would,,
2384,strikes pakistan,,,,
2385,governorâ statements,of governorâ,,,
2386,gandhi need,,,,
2387,rajnathsingh arunjaitley,laundering rajnathsingh,india must,,
2388,peace accord,pdp is,,,
2389,kannur youth,,,,
2390,atheist_krishna bjp4delhi,modi tha,bjp4delhi iâ,bjp4delhi,
2391,cong hate,anti cong,against cong,hate bjp,
2392,,,,,
2393,mocking modi,modi only,,,
2394,south india,government bjp4india,bjp4india narendramodi,bjp4india,
2395,officer victimised,mamatabanerjee did,,,
2396,pakistani courts,pakistan,pakistani,kashmir,pakistan has
2397,gandhiji was,that gandhiji,gandhiji,,
2398,,,,,
2399,india unacceptable,insult india,modi ji,global support,
2400,,,,,
2401,pak wants,haath pak,wants modi,,
2402,,,,,
2403,indira gandhi,think indira,indira,,
2404,crore delhites,to crore,for crore,crore people,
2405,terrorism ðÿ,kashmiris we,against kashmiris,for kashmir,of kashmir
2406,,,,,
2407,,,,,
2408,,,,,
2409,these congress,congress goons,,,
2410,sonia gandhi,sonia,,,
2411,adharma shri,narendra modi,dharma vs,vs adharma,modi ji
2412,hate indians,indians modi,indians hate,make indians,modi shah
2413,naming pakistan,of pakistan,,,
2414,,,,,
2415,,,,,
2416,pulwama terror,rajasthan tonk,pulwama,the pulwama,poora hoga
2417,narendramodi shooting,,,,
2418,,,,,
2419,modiðÿ was,maybe modiðÿ,modiðÿ,,
2420,disappointed gubernatorial,gubernatorial jobseeker,,,
2421,is kashmiris,kashmiris who,kashmiris,kashmiri police,kashmir are
2422,national security,,,,
2423,dat bjp4india,bjp4india was,bjp4india,jihadi sympathizer,indiatvnews tonight
2424,christian minority,hate crimes,,,
2425,patriotic kashmiris,kashmiris need,kashmiris,,
2426,published congenital,cardiologist helen,1947 cardiologist,,
2427,,,,,
2428,gandhi articles,moplah rebellion,gandhi,hindu shaming,indianinterest gandhi
2429,delhi people,by bjp,,,
2430,kashmir pulwamaattack,pulwamaattack pulwama,kashmir,pulwama,pulwamaattack
2431,modi gets,,,,
2432,bhagwan god,hindu bhagwan,fever,having fever,hindu bhgwan
2433,shameless bjp,insulting karnataka,karnataka police,karnataka,bjp started
2434,,,,,
2435,,,,,
2436,president klobuchar,subaru emblem,,,
2437,crores sad,crores now,crores in,200 crores,400 crores
2438,rbi governor,governance namumkinabmumkinhai,become rbi,,
2439,defence manufacture,,,,
2440,,,,,
2441,pidis modi,gujarat,modi was,in gujarat,
2442,ruling party,,,,
2443,modidharmayudh ðÿ,modidharmayudh,ðÿ congress,,
2444,lie chaiwala,chaiwala has,chaiwala,,
2445,ramesh_bjp mirasingh_namo,namokrish ramesh_bjp,ramesh_bjp,,
2446,gauri lankesh,,,,
2447,banning sfiâ,,,,
2448,modi govt,,,,
2449,bwahahahah bjp,bjp leader,bjp,,
2450,forest rights,review petition,,,
2451,surgical strike,modi movie,uri baba,bengal,in bengal
2452,,,,,
2453,himachal pradesh,pradesh rebels,46 himachal,himachal,
2454,,,,,
2455,bengalis who,supporting racism,bengalis,,
2456,pak pitch,,,,
2457,,,,,
2458,make bjp,bjp go,bjp,,
2459,shame bjp,shameless bjp,bjpcentralmedia bjp,bjp,bjp4india
2460,,,,,
2461,,,,,
2462,vote fraud,ballot harvesting,ban ballot,,
2463,pakistan salt,,,,
2464,bjpfailednationalsecurity,srkians bjpfailednationalsecurity,bjp bhakt,this bjp,bjpfailednationalsecurity https
2465,farmer tortured,,,,
2466,against kashmiris,kashmir not,for kashmir,kashmiris,kashmir
2467,praising modi,modi leadership,modi is,,
2468,election fraud,voter fraud,congress wasted,,
2469,pappu can,pappu,,,
2470,,,,,
2471,,,,,
2472,visit haryana,haryana tomorrow,haryana,say comeagainmodiji,
2473,vote fraud,ballot harvesting,ban ballot,,
2474,mr modi,youngindiarising vijaysankalpwithmodi,indian politics,vijaysankalpwithmodi,pm narendramodi
2475,sickening assamhoochtragedy,assamhoochtragedy,assam,assam yet,in assam
2476,modi condemns,,,,
2477,pulwamaattack,the pulwamaattack,pulwamaattack in,,
2478,bjp4india this,bjp4india,and bjp4india,fake allegation,
2479,marathi voters,why farmers,farmers are,rural economy,
2480,rat subpoenas,subpoenas the,,,
2481,attacking pakistan,,,,
2482,indian soldiers,,,,
2483,modi took,,,,
2484,narendra modi,,,,
2485,indian politics,,,,
2486,traitors bjp,hindu bengalis,bengalis were,bjp rss,bengalis in
2487,feinstein agree,climate change,,,
2488,,,,,
2489,con is,bjp and,to bjp,bjp,bjp4karnataka not
2490,gandhiji was,that gandhiji,gandhiji,,
2491,bjp pet,this bjp,bjp is,bjp,the bjp
2492,telephones in,rural india,telephones,incindia telephones,rural punjab
2493,visited corbett,modi visited,corbett national,corbett,
2494,promoting bjp,bjp and,bjp,shamelessness pr,
2495,rajeev gandhi,bjp4india tajinderbagga,corrupt pm,rahulgandhi rt,incindia rahulgandhi
2496,lyc protested,chalakudy lyc,protested against,,
2497,vadakara lyc,lyc protested,,,
2498,shahid_pashteen fear,iamvishal125 tarekfatah,tarekfatah shahid_pashteen,shahid_pashteen,
2499,pulwamaattack bjp,shah blames,nehru who,nehru,jawaharlal nehru
2500,lyc protested,palakad lyc,,,
2501,hindu temples,inaugurate temple,temples in,,
2502,,,,,
2503,ani congress,congress,congress are,,
2504,kimjong un,see kimjong,kimjong,korea,why chowkidar
2505,indian journalists,,,,
2506,,,,,
2507,karnataka jds,karnataka,jd congress,jds congress,
2508,,,,,
2509,called terrorist,called terroristâ,pulwama attacker,terroristâ,terrorist
2510,rico debt,forgive puerto,congress forgive,,
2511,,,,,
2512,smriti irani,nd irani,pappu,,
2513,panickars bjp4bengal,bjp leaderâ,bjp4india chandrachurg,joins bjp,bjp
2514,rss bjp,sikh anti,anti sikh,sikh,bjp
2515,pulwama attack,pulwamaattack bjp4india,uttarpradesh pulwamaattack,pulwama,for pulwama
2516,sganguly99 bjp,bjp would,,,
2517,pulwamaattack mystery,suicide bombing,,,
2518,,,,,
2519,tyrone requested,,,,
2520,,,,,
2521,_pallavighosh rahulgandhi,rahulgandhi hundred,gandhi,,
2522,agree bjp,bjp so,,,
2523,biggest democracy,india what,,,
2524,bjp youth,youth activists,activists arrested,,
2525,supports pakistan,pakistan are,pakistan,pakistan or,
2526,,,,,
2527,gandhi learn,rahul gandhi,gandhi,will rahul,
2528,,,,,
2529,fake hindu,fake gandhi,rahulgandhi bjp4india,bjp4india,sdtiwari rahulgandhi
2530,late photoshootsarkar,photoshootsarkar,,,
2531,bjp rss,bjp,now bjp,bengal,west bengal
2532,modi shooting,,,,
2533,pm modi,modi most,modi,,
2534,polavaram scam,about polavaram,polavaram,,
2535,,,,,
2536,nda meetings,,,,
2537,aap arvindkejriwal,delhi,delhi people,arvindkejriwal,
2538,bjp is,tamil isai,were bjp,bjp,is admk
2539,new dem,dem members,,,
2540,arvindkejriwal bjp,bjp,bjp has,swamigeetika arvindkejriwal,
2541,swine flu,flu,,,
2542,,,,,
2543,delete sindh,name karachi,sindh,karachi erased,of sindh
2544,swine flu,flu related,,,
2545,,,,,
2546,,,,,
2547,mumbai attack,,,,
2548,arvindkejriwal was,if arvindkejriwal,,,
2549,hall meetings,make bjp,town hall,bjp,useless meeting
2550,modi bhakt,gandhi,,,
2551,1970 icc,icc suspended,,,
2552,claiming dalits,,,,
2553,,,,,
2554,boycottpak modi,pak bhakts,,,
2555,is nuked,,,,
2556,arrested bjp,twin brothers,,,
2557,rahul in,finds rahul,chahal strikes,rahul,
2558,sangh parivar,,,,
2559,gandhi murder,sanjay gandhi,gandhi and,gandhi,
2560,world sudanuprising,sudanuprising,,,
2561,,,,,
2562,government oworo,lokoja local,,,
2563,repswalwell nra,in congress,nra gabbygiffords,congress,
2564,will bjp4india,bjp4india narendramodi,bjp4india,but bjp,rammandir in
2565,,,,,
2566,congress shamelessly,,,,
2567,her caste,blamed narendramodi,,,
2568,modi will,,,,
2569,serious pakistanis,pakistanis in,pakistanis,groups pakistanandcongress,pakistanandcongress https
2570,pak speak,,,,
2571,,,,,
2572,national news,international news,indiaâ largest,indiaâ,
2573,indian constitution,kill gandhi,,,
2574,bombing pakistan,,,,
2575,to kashmiris,kashmiris,modi missed,kashmiris https,
2576,pmâ whereabouts,bjpâ claim,about pmâ,,
2577,,,,,
2578,,,,,
2579,,,,,
2580,,,,,
2581,bjp,bjp to,benefit bjp,indianoccupiedkashmir is,
2582,pulwama terror,terror mahagadbhandhan,kashmiri pandits,,
2583,poor indians,looted india,,,
2584,ðÿ ðÿ,ðÿ,,,
2585,bfd struck,,,,
2586,,,,,
2587,deserves leader,deserve leader,india deserves,,
2588,congresswoman,congresswoman can,that congresswoman,,
2589,give peace,,,,
2590,imran masood,narendra modi,,,
2591,,,,,
2592,boycott congress,,,,
2593,visit pakistan,pakistanis to,rahulgandhi congresspakistanbhaibhai,bjp shameful,
2594,increasing gst,gst,,,
2595,pakistanâ spokesperson,pakistanâ,spokesperson strikes,,
2596,modi exploiting,indian journalist,,,
2597,,,,,
2598,what gandhi,gandhi,gandhi and,vadra could,
2599,illiteracy pakistantayarhai,illiteracy modi,imran khan,pakistantayarhai,
2600,umashankarsingh bjp,bjp is,,,
2601,,,,,
2602,pakistan ðÿ,india ðÿ,pakistan,ðÿ ðÿ,ðÿ
2603,congresspakistanbhaibhai pak,pak govt,,,
2604,arnab sachintendular,sachintendular is,sachintendular,,
2605,,,,,
2606,article 370,pm removeart370,removeart35a pls,,
2607,of cbi,cbi head,cbi,of bjp,
2608,,,,,
2609,gay âšª,âšª bisexual,âšª gay,straight âšª,âšª straight
2610,governor tathagata,,,,
2611,pakistanis suffer,poor pakistanis,to pak,,
2612,gandhiji was,that gandhiji,gandhiji,,
2613,modiinkumbh rahulpakistanfriendship,hydrocele ðÿ,,,
2614,dip is,dip problems,dip,dip so,taking dip
2615,,,,,
2616,question gandhi,,,,
2617,indira gandhi,indira,one indira,gandhi too,gandhi
2618,,,,,
2619,loksabha elections,modiâ corrupt,,,
2620,isunidhi_ vijayjani18,bjp4india narendramodi,bjp4india,,
2621,pakistani terror,,,,
2622,samajwadi party,prakash maurya,against samajwadi,samajwadi,
2623,azad gandhian,kalam azad,gandhian,gandhian staunch,abul kalam
2624,assam bjp,bjp govt,,,
2625,,,,,
2626,increasing india,bjp bringing,,,
2627,dark truths,dark secrets,,,
2628,hindunatl narendramodi,man mahatmagandhi,mahatmagandhi,animals narendramodi,india forgotten
2629,aiadmk chaired,,,,
2630,signed nda,woods signed,,,
2631,reach shamli,shamli to,jawan martyred,shamli,priyankagandhi and
2632,to kashmiris,modi missed,kashmiris,kashmiris https,party modi
2633,btwn terrorists,,,,
2634,humanitarian aid,,,,
2635,,,,,
2636,support modi,,,,
2637,zartajgulwazir modi,pathetic nawaz,nawaz is,nawaz same,nawaz
2638,stops modi,,,,
2639,bjp advertisement,on bjp,bjp,,
2640,indira gandhi,to indira,indira,,
2641,have celebration,,,,
2642,,,,,
2643,,,,,
2644,africa debt,debt increases,,,
2645,ban jao,goalkeeper ban,,,
2646,bjp modi,modi ji,,,
2647,narender modi,of demonetization,demonetization,demonetization first,
2648,employment crisis,rahulgandhi youngindiarising,,,
2649,hate conferences,conferences,,,
2650,pulwama modi,withdrawn cong,,,
2651,,,,,
2652,rahul sonia,,,,
2653,india journalism,,,,
2654,pakistan to,,,,
2655,,,,,
2656,terrorist group,gandhi support,group isis,the terrorist,isis is
2657,boycott karne,minister kapil,,,
2658,about tendulkar,tendulkar patriotism,tendulkar faced,tendulkar,far tendulkar
2659,murderer thoo,baaki hai,,,
2660,coal scam,scam bjp,demands cbi,coal blocks,
2661,judges in,12 judges,judges,,
2662,congress failed,,,,
2663,is bribe,bribe,,,
2664,war memorial,such memorial,,,
2665,,,,,
2666,,,,,
2667,about kashmir,of kashmir,kashmir,kashmir today,kashmir want
2668,,,,,
2669,vietnam veterans,veterans,,,
2670,revere gandhi,gandhi,,,
2671,chinnathambi should,india chinnathambi,chinnathambi,freechinnathambi,freechinnathambi pls
2672,nixon,forced nixon,nixon to,hearings congress,
2673,forgives loans,congress forgives,,,
2674,civil war,,,,
2675,sokoto south,nigeriadecides2019 snapandsend,nigeriadecides2019,,
2676,on kashmiris,,,,
2677,draft congress,the draft,draft,draft hasnâ,
2678,court watchdog,,,,
2679,,,,,
2680,are nra,nra and,nra,,
2681,bjp,the bjp,bjp government,,
2682,photoshootsarkar to,photoshootsarkar,for photoshootsarkar,,
2683,blame bjp,pathankot,,,
2684,,,,,
2685,media modi,modi,,,
2686,speech narendramodi,hitting speech,speech,narendramodi ji,
2687,nehru stadiums,war memorial,,,
2688,orator feku,filter questions,,,
2689,war memorial,,,,
